path	records	elections	subject	sensitivity	public	note
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.records[].amountLt	278	4	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.records[].date	278	4	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.records[].donor	278	4	third-party	identifying	ship	a donor's name and municipality, as VRK publishes them (the law requires disclosure above the small-donation threshold)
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.records[].municipality	278	4	third-party	identifying	ship	a donor's name and municipality, as VRK publishes them (the law requires disclosure above the small-donation threshold)
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.records[].notes	1	1	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.records[].rowNumber	278	4	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.suvestine[].amountEur	278	4	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.suvestine[].amountLt	278	4	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.suvestine[].label	278	4	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.suvestine[].note	278	4	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.aukotoju-sarasas.title	278	4	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.message	639	6	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].amount	1486	17	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].amountEur	13851	6	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].amountLt	15033	7	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].date	16918	28	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].donor	16918	28	third-party	identifying	ship	a donor's name and municipality, as VRK publishes them (the law requires disclosure above the small-donation threshold)
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].incomeSourceCode	1486	17	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].municipality	16918	28	third-party	identifying	ship	a donor's name and municipality, as VRK publishes them (the law requires disclosure above the small-donation threshold)
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].notes	16918	28	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.records[].rowNumber	16918	28	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.status	639	6	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.suvestine[].amountEur	15432	11	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.suvestine[].amountLt	15432	11	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.suvestine[].label	15432	11	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.suvestine[].note	15432	11	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.title	17557	28	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.fiziniu-asmenu	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.fiziniu-asmenu-mazos-aukos	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.is-ju-pinigines-aukos-is-viso	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.is-ju-savanoriski-darbai-is-viso	521	5	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.is-viso	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.juridiniu-asmenu-aukos	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.kandidato-nuosavos-lesos	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.nepinigines-aukos-is-viso	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.politines-partijos-gauti-valstybes-biudzeto-asignavimai-panaudoti-politinei-kampanijai-finansuoti	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.gautos-ir-priimtos-aukos.totals.politines-partijos-lesos	1486	17	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.records[].amountEur	12563	5	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.records[].amountLt	13208	6	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.records[].date	13389	9	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.records[].donor	13389	9	third-party	identifying	ship	a donor's name and municipality, as VRK publishes them (the law requires disclosure above the small-donation threshold)
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.records[].municipality	13389	9	third-party	identifying	ship	a donor's name and municipality, as VRK publishes them (the law requires disclosure above the small-donation threshold)
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.records[].notes	13389	9	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.records[].rowNumber	13389	9	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.suvestine[].amountEur	13389	9	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.suvestine[].amountLt	13389	9	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.suvestine[].label	13389	9	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.suvestine[].note	13389	9	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtinos-aukos.title	13389	9	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.records[].amount	433	13	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.records[].date	433	13	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.records[].donor	433	13	third-party	identifying	ship	a donor's name and municipality, as VRK publishes them (the law requires disclosure above the small-donation threshold)
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.records[].incomeSourceCode	433	13	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.records[].municipality	433	13	third-party	identifying	ship	a donor's name and municipality, as VRK publishes them (the law requires disclosure above the small-donation threshold)
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.records[].notes	433	13	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.records[].rowNumber	433	13	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.title	433	13	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.totals.fiziniu-asmenu	433	13	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.totals.is-ju-grazinta-aukotojui-is-viso	433	13	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.totals.is-viso	433	13	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.totals.juridiniu-asmenu	433	13	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.nepriimtos-aukos.totals.pervesta-i-valstybes-biudzeta-is-viso	433	13	candidate	financial	ship	the campaign's donation totals and section headings
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.vrk-sprendimais-pripazintos-ir-papildytos-dalyvio-politines-kampanijos-pajamos.records[].amount	95	8	third-party	financial	ship	a donation: amount, date, source code, notes
normalized.politines-kampanijos-dalyvio-duomenys[].aukos-pagal-sekcija.vrk-sprendimais-pripazintos-ir-papildytos-dalyvio-politines-kampanijos-pajamos.records[].date	95	8	third-party	financial	ship	a donation: amount, date, source code, notes
